,att_bonus_wgt,att_chance_wgt,att_conqc_wgt,att_cutoff,att_cutoff_win,att_mission_wgt,att_narmies_wgt,ft_avantage_wgt,ft_bonus_wgt,ft_min_wgt,ft_mission_wgt,ft_narmies_wgt,ft_tvantage_wgt,mis_base_wgt,mis_cont_wgt,mis_extr_wgt,mis_play_wgt,mis_terr_wgt,re_avantage_wgt,re_dbonus_wgt,re_ibonus_wgt,re_mission_wgt,re_tvantage_wgt,turn_in_cutoff,iteration
328,22.13,-18.64,-17.39,6.4,12.2,1,8.88,5.61,-22.28,2.96,10.21,0,-24.27,22.54,5.06,-11.66,1,14.9,-10.7,-14.95,-21.47,0,7.54,10,24
329,18.97,-18.64,13.38,16.3,-24.3,1,8.06,18.32,-2.84,11.08,-19.29,0,-17.5,11.88,4.25,15.94,0,-14.5,3.44,-19.53,-24.8,1,23.09,6,24
330,20.38,-23.6,19.95,23.2,14.7,1,21.7,18.32,-8.51,24.79,2.82,-1,-23.52,6.38,16.38,0.29,1,-23.51,-0.45,-21.44,10.62,-1,17.57,6,24
331,2.25,-14.99,24.68,6.4,-11.9,1,12.21,20.65,3.86,11.08,-22.69,1,-24.27,-18.48,2.86,7.64,1,18.95,-9.63,-9.81,2.66,1,24.61,6,24
332,4.8,-23.49,5.18,-10.9,-11.9,1,20.6,16.18,-2.16,24.79,6.74,0,-22.94,-15.04,18.82,-7.15,1,-0.77,0.04,-20.64,2.73,1,14.38,4,24
333,2.25,-14.99,13.38,-12.5,0.7,1,7.8,9.56,11.27,8.09,-4.21,0,-6.09,15.05,4.93,-25.0,1,0.8,-18.17,-14.16,-10.16,0,21.21,6,24
334,20.46,-19.3,13.94,21.5,0.2,1,6.83,-16.94,17.2,-8.74,12.42,1,-17.15,-1.57,4.25,-11.66,1,-24.08,-7.01,-18.7,-1.75,1,19.67,4,24
335,11.74,-23.48,9.2,6.4,12.2,1,7.8,9.28,-22.28,2.96,10.21,1,-22.62,22.54,15.54,-6.79,1,14.9,8.11,-24.83,-10.09,1,13.62,8,24
336,12.42,-23.6,7.17,6.0,2.2,1,18.31,-19.83,-5.51,-13.39,2.29,1,-6.09,21.41,5.06,-18.65,1,-3.01,-3.95,-19.68,-21.72,1,10.92,10,24
337,11.85,-23.48,9.09,6.4,12.2,1,7.8,-10.81,-22.28,2.96,10.21,0,-19.99,22.54,4.93,7.48,1,14.9,-10.7,-19.53,-21.47,1,7.54,6,24
338,11.74,-21.65,19.95,6.3,-11.9,1,17.18,-11.91,11.27,24.79,-19.29,1,-19.99,8.79,4.25,-8.14,1,18.95,-2.19,-14.72,-24.82,1,24.75,6,24
339,10.26,-14.99,21.21,6.3,0.5,1,17.23,-21.91,-19.93,17.89,0.2,1,-24.27,11.2,12.14,8.7,1,18.95,-9.63,-12.29,-1.39,1,21.3,4,24
340,11.75,-23.48,9.09,6.4,12.2,1,7.8,-10.81,-22.28,2.96,10.21,0,-19.99,22.54,4.93,7.48,1,14.9,-10.61,-19.53,-21.47,1,7.54,6,24
341,12.47,-13.88,0.86,5.7,12.2,1,12.21,-10.81,24.38,11.08,-2.22,1,-24.27,11.2,13.79,7.48,1,14.9,-10.89,-19.61,-0.25,1,16.02,6,24
342,19.78,-19.23,19.95,3.6,-11.9,1,15.37,14.89,6.1,-21.52,-4.21,1,-22.94,-2.25,16.38,-4.32,1,-14.5,-18.17,3.11,-1.39,0,24.61,6,24
343,18.97,-18.61,16.72,21.5,-11.9,0,19.09,-16.63,-23.56,-21.52,-18.68,-1,-24.27,-2.25,16.37,7.61,1,-11.74,-18.17,-12.29,-8.42,-1,16.02,6,24
344,11.85,-21.65,8.64,6.4,12.2,1,17.18,-11.91,-20.46,2.96,10.21,0,-19.99,-1.57,4.93,7.02,1,14.9,-6.3,-14.72,-21.47,0,7.54,6,24
345,2.25,-14.99,23.25,21.5,0.5,1,6.83,9.56,-14.64,-5.45,-4.21,-1,-17.15,-1.57,12.62,0.47,1,5.4,-3.95,-18.7,-1.75,1,21.94,4,24
346,18.97,-14.9,16.72,21.5,-12.1,1,15.37,-10.81,9.08,2.96,12.42,-1,3.98,-15.04,16.37,11.21,1,-11.74,-13.0,-19.53,-8.42,0,16.02,6,24
347,18.97,-21.62,23.25,-24.6,-2.5,1,3.31,16.18,-22.28,-21.52,-2.36,1,-24.27,-22.17,12.14,11.21,1,18.95,11.61,-21.44,-8.43,1,24.62,6,24
348,19.78,-21.65,19.95,-12.5,-11.9,1,3.41,9.56,14.57,-21.52,-4.21,-1,-22.94,-2.25,18.82,-17.65,1,-14.5,-18.17,-20.71,-24.82,0,13.79,10,24
349,18.43,-19.3,15.38,5.7,-18.6,1,14.13,-14.17,21.26,24.79,-22.69,0,3.89,11.2,18.67,-25.0,0,-24.08,3.12,-11.4,-1.75,-1,-1.89,6,24
350,10.49,-14.99,13.81,6.4,12.1,1,7.8,9.42,11.27,2.96,-4.21,1,-24.27,-0.07,16.87,0.29,1,-11.74,-3.78,-19.53,-1.44,1,24.62,6,24
351,-0.62,-19.34,13.38,-0.1,-24.3,1,21.7,18.32,21.26,24.79,-21.74,1,-17.5,8.79,16.38,0.29,1,-11.74,-2.19,-19.53,10.62,1,23.09,6,24
352,18.97,-23.6,24.68,8.6,-24.3,1,12.04,-21.95,-5.51,11.08,2.29,0,1.16,-2.25,-22.28,-8.14,0,15.97,-19.33,-18.7,-24.82,1,24.62,10,24
353,10.26,-14.99,12.96,21.5,19.5,1,12.09,-16.94,-14.53,-17.93,12.42,-1,-17.15,-1.31,2.79,7.41,1,4.19,-5.51,-24.95,-8.42,1,16.02,4,24
354,19.78,-19.3,19.83,-12.5,-2.5,1,3.41,16.18,2.21,11.08,-19.29,1,-24.27,-2.25,18.82,7.77,1,15.97,-4.59,-18.7,-8.42,0,13.79,6,24
355,11.74,-23.6,13.8,-12.5,14.7,1,17.23,18.32,21.26,24.79,2.82,1,-23.07,-1.57,16.38,0.29,1,-11.74,3.12,-24.95,-10.09,1,13.79,10,24
356,10.65,-19.3,19.95,21.5,0.5,1,6.82,-11.85,11.27,13.59,-24.8,1,-24.31,6.98,2.59,-11.66,0,-24.08,-19.32,-14.72,-8.43,1,13.69,6,24
357,18.97,-14.99,5.18,-16.3,-12.0,1,12.29,-16.94,-23.46,2.96,0.2,-1,-2.49,-18.86,4.25,7.61,1,18.95,-19.33,0.73,-1.39,1,23.81,6,24
358,10.26,-23.48,-0.12,22.3,-15.3,1,9.63,9.28,6.08,8.03,10.09,1,-22.62,11.88,15.54,-6.79,0,-2.88,8.11,-24.88,-10.1,1,13.62,8,24
359,11.74,-10.14,5.03,-18.2,8.6,1,15.48,0.18,-23.46,13.59,-18.68,1,-2.49,6.38,2.79,7.41,1,18.95,-18.17,-12.29,2.73,0,24.95,4,24
360,18.97,-23.48,9.09,8.6,-2.5,1,12.21,-14.17,24.38,-6.14,-2.22,0,-2.49,11.88,2.79,-0.75,1,18.95,3.97,-19.47,-1.75,1,7.54,6,24
361,10.25,-18.61,-19.69,16.5,8.6,1,17.23,-14.17,-20.46,17.89,11.81,1,-24.27,-22.17,4.25,8.7,1,18.95,-7.01,-0.78,-15.61,1,16.94,4,24
362,2.13,-19.3,5.19,5.7,-24.3,1,20.62,-14.17,3.86,-8.74,-2.22,0,6.4,6.98,4.93,-25.0,1,-24.08,-18.17,-14.35,2.73,1,10.82,6,24
363,19.01,-14.99,-17.39,16.3,10.5,1,15.8,-14.17,-23.46,-5.45,16.8,1,3.89,11.2,2.79,5.67,1,14.9,-6.3,-19.53,9.89,1,10.82,4,24
364,10.26,-18.61,-17.39,-9.0,-2.5,1,19.02,-11.91,-17.32,3.32,-2.22,1,-17.07,-1.57,12.14,-17.65,1,-14.5,-3.78,-18.7,-8.42,1,23.81,6,24
365,18.81,-7.71,19.95,6.3,-11.9,1,3.41,9.56,11.27,11.08,2.29,1,-6.09,15.05,8.94,7.41,1,18.95,-18.17,-24.95,-0.25,0,-9.81,4,24
366,19.09,-14.99,9.09,5.7,0.5,1,12.21,-14.17,-23.46,2.96,10.21,0,-2.49,-0.87,2.66,-6.79,1,-14.5,-6.3,-19.53,-10.09,0,17.62,6,24
367,4.8,-23.49,5.14,-10.9,-11.9,1,20.6,16.18,-2.26,24.79,6.74,0,-23.07,-15.04,18.82,-7.15,1,-0.51,0.04,-20.63,2.73,1,14.46,4,24
368,18.4,-23.48,9.09,16.3,-18.6,1,14.25,-10.81,-22.28,3.0,11.81,0,-2.49,22.54,18.82,-7.15,1,-14.5,-10.63,-20.64,-21.72,1,7.54,6,24
369,15.47,-14.99,16.2,-12.5,-2.5,1,17.25,9.6,21.41,1.25,0.2,1,-23.09,-1.57,6.07,-1.13,1,-14.5,-3.78,8.61,2.73,0,0.72,8,24
370,19.78,-18.62,11.89,5.7,-11.9,1,19.09,-21.95,-23.46,17.89,-18.68,-1,6.59,6.38,9.03,7.61,1,-24.08,-18.17,-7.78,-24.72,0,16.94,6,24
371,11.74,-14.99,9.09,6.3,-24.1,1,7.86,-11.91,-22.26,2.96,9.05,1,19.92,6.98,5.64,5.67,1,14.9,-10.7,-14.95,-21.47,1,24.57,4,24
372,11.74,-14.99,22.18,13.2,-11.9,1,8.88,-15.31,-20.46,1.25,21.08,0,1.16,-2.25,-15.87,-5.19,1,4.19,-3.95,-18.7,-24.82,1,24.61,4,24
373,11.85,-23.48,9.09,6.4,12.2,1,7.8,-10.81,-22.28,2.96,10.21,0,-19.99,22.54,4.93,7.02,1,14.9,-10.7,-19.53,-21.47,1,7.54,6,24
374,18.97,-12.89,19.95,6.0,2.2,1,19.59,10.07,14.57,11.08,-4.16,1,15.09,-21.8,5.64,7.62,1,0.72,-5.27,-21.44,9.12,1,24.61,10,24
375,18.97,-15.15,-19.69,22.0,12.2,1,18.16,-16.94,-22.28,13.59,6.74,0,-24.27,6.98,16.87,-8.14,1,18.95,11.61,-20.64,-8.43,0,13.69,6,24
376,19.78,-14.96,11.89,6.3,8.6,1,15.8,-21.95,-23.44,17.89,-15.24,0,-17.5,11.88,4.25,0.29,0,-11.74,-4.79,-7.88,6.04,0,23.09,6,24
377,2.25,-19.3,9.09,22.0,14.7,1,12.09,-14.17,24.38,-8.74,-2.22,0,-24.31,-2.25,4.3,-0.75,1,4.19,-19.32,-19.53,-8.43,1,13.69,4,24
378,11.74,-14.94,20.02,13.2,-11.9,-1,6.18,-15.31,-20.46,1.25,-18.68,0,-24.27,11.2,-15.87,-5.19,1,4.19,-3.95,-18.7,-1.39,1,1.13,4,24
379,18.97,-14.99,19.95,13.2,-11.9,-1,6.18,-14.17,-22.28,2.96,-2.22,0,-24.27,22.54,-15.87,-5.19,1,4.19,-3.95,-19.53,6.04,1,23.61,4,24
380,11.74,-23.5,13.8,22.7,14.7,1,7.86,-10.81,-22.28,24.79,10.21,-1,-19.99,8.79,5.06,7.48,1,-11.74,3.12,-21.44,10.49,1,13.79,10,24
381,18.89,-19.52,21.21,22.5,-2.5,1,17.18,10.07,-17.32,24.62,10.21,-1,3.89,-0.87,5.72,13.74,1,-14.5,-10.89,-5.99,-15.49,0,7.54,6,24
382,-0.62,-23.6,13.8,22.7,14.7,1,21.7,18.32,21.26,24.79,2.82,-1,1.16,8.79,16.38,0.29,1,-11.74,3.12,-21.46,10.62,1,13.79,10,24
383,11.74,-21.65,19.95,6.3,-11.9,1,17.18,-11.91,11.27,24.79,-19.29,1,-19.99,8.79,4.25,-8.14,1,18.95,-2.19,-14.72,-24.82,1,24.75,6,24
384,10.26,-21.65,-17.39,6.3,-2.5,1,8.24,-11.91,-17.32,3.32,-4.21,1,19.97,-0.87,17.84,-17.65,1,-14.5,-10.89,-5.99,-15.49,0,7.54,6,24
385,18.97,-23.6,13.85,-0.9,14.7,1,6.99,18.32,-23.46,-8.31,-18.68,-1,-24.25,8.79,5.27,23.46,1,-11.74,3.12,-21.44,10.62,1,13.79,4,24
386,22.13,-23.48,24.3,1.9,-11.9,1,7.54,-10.81,-23.56,-21.52,10.21,1,-17.07,-21.96,2.86,7.61,1,-14.5,-12.2,-14.35,10.34,1,23.86,6,24
387,2.25,-14.99,13.38,-16.3,12.0,1,7.8,19.05,3.86,-13.46,-22.07,0,6.4,6.98,4.93,-25.0,1,-21.26,-18.17,-14.35,2.73,1,21.21,6,24
388,10.26,-14.79,23.25,21.5,0.7,1,7.8,-14.17,-11.2,2.96,11.78,1,-17.15,22.54,4.25,7.61,0,14.9,-10.7,10.37,-8.42,1,13.79,6,24
389,19.78,-14.99,13.94,6.3,0.5,1,3.41,-16.94,14.57,-21.52,-4.21,0,-22.94,-1.57,4.3,-0.75,1,-14.5,-18.17,19.16,-10.09,1,13.79,4,24
390,9.94,-14.99,-17.39,20.0,19.5,-1,8.88,9.56,-22.28,2.96,2.29,1,3.83,-0.33,16.87,0.29,1,14.9,-4.59,0.67,-1.44,-1,24.6,6,24
391,10.65,-12.13,19.95,21.5,-2.3,1,6.82,-11.85,11.27,-5.45,-24.8,1,-13.38,22.47,12.62,-19.74,0,-4.34,-2.31,-14.72,-24.82,1,16.81,6,24
392,14.43,-19.29,23.09,6.3,-17.4,1,8.17,-15.31,3.86,24.79,10.21,1,-19.99,11.88,2.79,7.61,1,-24.08,-5.51,3.11,-1.86,1,24.46,6,24
393,2.15,-21.62,22.03,-6.1,-22.4,1,6.83,-16.94,14.57,11.08,10.21,0,-22.94,6.38,2.79,18.13,1,-14.5,-6.3,-20.64,-24.82,-1,14.4,6,24
394,10.26,-23.48,-19.69,6.3,-2.5,1,12.04,16.18,21.26,11.08,-22.69,0,-23.09,21.67,12.14,-17.53,1,-14.5,11.61,-18.51,-9.98,1,24.62,4,24
395,14.28,-15.22,23.25,16.3,-18.6,1,7.8,-14.17,11.27,14.91,9.13,1,-2.49,-12.09,17.81,7.61,1,-21.26,-5.27,-14.35,-21.72,1,21.21,6,24
396,2.25,-14.99,19.87,-12.5,-11.9,1,6.18,9.56,-23.56,-21.52,-4.21,1,-22.78,-2.25,18.82,-18.05,1,-14.5,-7.01,-18.58,-9.76,1,13.79,6,24
397,11.74,-19.29,23.09,6.3,-17.4,1,8.17,-10.81,3.86,24.79,10.21,1,-19.99,11.88,5.06,7.61,1,-24.08,-5.51,-21.44,10.49,1,24.36,10,24
398,18.43,-15.06,24.3,-16.5,-12.0,1,6.83,-16.94,17.2,-8.74,0.2,-1,-17.5,-18.86,4.25,7.61,1,-24.08,-2.19,0.73,-1.75,1,23.81,6,24
399,18.97,-18.64,13.38,16.3,-24.3,1,8.06,18.32,-2.84,11.08,-19.29,0,-17.5,11.88,4.25,15.94,0,-14.5,3.44,-19.53,-24.76,1,23.09,6,24
400,-0.77,-14.96,11.86,6.3,8.6,1,15.8,-21.95,-23.44,17.89,-15.24,1,6.59,6.38,4.25,-17.65,0,-14.5,-4.79,-7.78,6.04,0,24.62,6,24
401,2.13,-19.3,5.19,5.7,-24.3,1,20.62,-14.17,24.38,-8.74,-2.22,0,-2.49,-18.86,2.79,7.61,1,-24.08,-6.3,-19.53,-8.42,1,10.82,4,24
402,11.75,-23.47,9.09,6.4,12.2,1,7.8,-10.81,-22.28,2.96,10.21,0,-19.99,22.54,4.93,7.48,1,14.9,-10.7,-19.67,-21.47,1,7.54,6,24
403,2.13,-19.3,5.19,5.7,19.5,-1,4.44,-14.36,-22.28,11.08,-21.74,1,-24.27,-2.25,16.87,-0.75,1,14.9,-7.01,-19.53,-9.76,1,24.6,10,24
404,2.25,-13.75,7.17,6.3,0.7,1,20.6,-14.17,-22.28,-21.52,2.29,0,6.4,22.54,8.93,7.61,1,14.9,-3.95,-21.44,-10.11,1,13.79,4,24
405,4.8,-23.49,5.18,-10.9,-11.9,1,20.6,16.18,-2.26,24.67,6.74,0,-22.94,-15.04,18.82,-7.15,1,-0.51,0.08,-20.63,2.73,1,14.46,4,24
406,19.09,-14.99,-17.39,5.7,0.5,-1,21.7,16.18,3.86,14.91,12.24,-1,-2.49,-0.87,2.66,-6.79,1,4.19,-6.22,-19.53,-1.39,0,17.62,6,24
407,19.78,-21.65,19.95,-12.5,24.2,1,3.41,-15.31,-12.36,-20.48,12.24,1,-22.94,20.58,-23.22,-24.85,1,-11.57,-0.94,-20.64,-24.82,0,23.09,10,24
408,2.13,-23.6,13.8,6.1,19.5,-1,17.23,9.56,-22.28,2.96,2.29,1,-23.07,-1.57,16.87,0.29,1,-11.74,3.12,-24.95,-10.09,1,24.6,4,24
409,10.26,-21.65,19.95,16.5,8.6,1,3.41,-14.17,-20.46,17.89,11.81,0,-24.27,-3.4,4.25,8.7,1,7.36,-7.01,-18.7,-15.61,0,24.61,6,24
410,18.97,-19.3,5.07,16.5,2.2,1,20.6,-14.17,24.38,2.97,-2.22,0,3.98,-15.04,-22.2,-0.75,1,7.36,-2.19,-7.78,-8.42,1,17.52,4,24
411,20.39,-19.3,8.02,6.3,-2.8,0,4.13,-16.94,-14.72,0.21,-15.27,-1,-6.09,-0.87,18.11,0.47,1,4.19,-10.89,-7.69,-21.43,1,13.66,6,24
412,2.25,-19.3,23.25,6.3,0.7,1,12.21,-21.95,24.38,24.79,2.82,0,-24.27,8.79,2.79,7.61,1,18.95,-6.7,-19.53,-8.42,1,13.79,4,24
413,-0.77,-15.09,11.89,-16.3,8.5,1,6.83,-21.95,17.2,17.77,-2.22,-1,6.59,6.38,8.94,7.61,1,-24.08,-4.79,-7.78,6.04,1,16.94,6,24
414,18.97,-23.5,13.81,-11.2,-11.9,1,17.25,-16.63,-23.56,8.09,12.42,-1,-24.27,-1.57,16.37,-0.89,1,-11.74,-19.33,-19.53,-8.42,1,16.02,6,24
415,14.28,-19.34,13.38,-0.1,-24.3,1,8.06,18.32,-23.44,17.89,-21.74,1,6.59,6.38,2.79,0.29,1,-14.5,-4.79,-19.53,10.62,1,16.94,6,24
416,2.13,-19.3,5.19,-12.4,-11.9,1,4.44,9.56,-22.28,11.08,-4.21,1,-24.27,-2.25,16.87,-0.75,1,-14.5,-7.01,-20.64,-24.82,1,13.79,4,24
417,11.74,-14.99,9.09,6.3,-17.4,1,17.18,-11.91,-17.32,3.32,7.88,1,-19.99,6.98,4.93,-8.14,1,14.9,-5.51,-19.53,-24.82,1,24.57,6,24
418,10.26,-14.99,21.21,6.3,0.5,1,17.15,-21.91,-19.93,17.89,0.2,1,-24.27,11.2,12.14,8.7,1,18.95,-9.63,-12.29,-1.39,1,21.3,4,24
419,11.89,-23.48,13.8,22.7,14.7,-1,7.93,-15.31,21.26,2.96,2.65,1,-19.99,6.98,-5.41,0.29,0,-11.74,-19.33,-21.44,-1.75,-1,23.61,6,24
420,2.25,-13.75,7.17,6.7,0.7,1,20.6,-14.17,-22.28,-21.52,2.29,0,6.4,22.54,8.99,7.61,1,14.9,-3.95,-21.44,-10.11,1,13.79,4,24
421,19.78,-12.13,13.94,21.3,-0.9,1,12.6,-16.94,14.57,-21.52,-8.01,1,-22.94,-1.7,4.3,5.67,1,-14.5,-7.05,19.16,-10.09,1,19.67,4,24
422,-14.49,-23.48,12.29,8.6,23.6,1,10.19,-20.74,-5.51,-6.11,15.21,-1,-17.15,18.9,-22.2,-5.19,1,15.97,-15.21,-16.36,-7.6,1,25.0,4,24
423,23.12,-19.3,16.47,16.8,-24.1,1,19.46,-16.94,2.21,-13.46,-19.29,1,-6.09,6.38,21.38,7.77,1,7.36,-2.16,-15.11,-8.42,0,17.62,6,24
424,11.74,-18.61,24.68,5.7,-11.9,1,8.88,16.18,-23.46,2.96,-22.69,-1,-19.99,-2.25,4.93,-11.66,0,18.95,-18.17,0.73,-23.74,1,7.54,6,24
425,4.16,-16.29,14.08,12.8,0.7,1,4.43,9.36,24.18,24.79,2.82,-1,-2.49,21.03,16.37,17.1,1,18.86,-9.63,7.02,-10.09,1,13.79,8,24
426,11.85,-23.48,9.09,6.4,12.2,-1,7.8,-10.81,-22.28,2.96,10.21,0,-19.99,22.54,4.93,7.48,1,14.9,-10.7,-19.53,-21.47,1,7.54,6,24
427,11.74,-15.08,9.09,6.3,-17.2,1,17.18,-11.91,-17.32,3.32,7.88,1,-19.99,6.98,4.93,-8.14,1,14.9,-5.51,-19.53,-24.82,1,24.57,6,24
428,14.28,-18.62,-17.39,16.3,-18.6,1,20.3,-14.17,11.27,11.08,9.05,1,-2.49,-12.09,17.81,7.61,1,-21.26,-4.59,-14.35,-8.42,1,21.21,6,24
429,11.66,-13.75,15.38,6.3,-18.6,1,22.17,-14.36,21.26,0.19,9.05,0,-2.49,-2.25,5.64,0.29,1,-4.34,0.02,-21.44,16.81,0,2.39,4,24
430,10.27,-19.3,-17.39,3.9,-2.5,1,20.6,-10.81,24.38,24.62,-2.22,0,1.16,-15.04,2.79,-0.75,0,-14.5,-5.27,-0.82,-8.35,1,7.54,10,24
431,18.93,-14.99,-1.93,6.2,-24.1,1,14.25,-15.31,21.26,-9.46,2.82,1,19.92,7.81,18.82,5.67,1,14.9,-18.17,-7.78,-24.82,0,24.57,4,24
432,2.25,-18.61,-17.39,5.7,19.5,1,20.3,16.18,21.26,11.08,-21.74,-1,-24.27,-2.25,8.93,7.61,1,15.97,-4.59,-18.7,-8.42,1,13.79,6,24
433,11.74,-14.99,9.09,0.3,-11.9,1,7.86,-14.17,-22.28,24.62,-2.22,0,-19.99,22.54,5.06,0.47,1,-24.08,3.12,-21.44,-21.47,1,13.79,8,24
434,2.25,-19.3,5.07,5.3,-24.3,1,20.58,-14.17,24.38,-8.74,-2.22,0,-2.49,-2.25,2.79,-0.75,1,-24.08,-0.94,-18.7,-8.42,1,24.61,4,24
435,23.12,-19.3,16.47,16.8,-24.1,1,19.46,-16.94,2.21,-13.46,-19.29,1,-6.09,6.38,21.38,7.77,1,7.36,-2.19,-14.95,-8.42,0,17.62,6,24
436,11.74,-21.65,19.95,6.3,-11.9,1,17.18,-11.91,11.27,24.79,-19.29,1,-19.99,8.79,4.25,-8.14,1,18.95,-2.19,-14.72,-24.82,1,24.75,6,24
437,19.01,-14.99,7.17,6.4,0.7,1,10.19,19.05,-23.46,-21.52,2.29,0,-17.15,22.54,-22.2,-18.65,1,18.95,-3.95,-12.29,-7.48,1,24.95,4,24
438,18.97,-7.54,-0.19,5.7,-24.3,1,6.83,16.18,21.26,-5.53,9.05,0,-22.94,-1.57,13.38,13.74,1,-2.88,-0.45,-14.35,-23.74,-1,16.94,4,24
439,10.26,-14.79,13.38,16.5,0.5,1,7.8,18.32,17.0,-20.46,10.23,0,3.54,6.73,5.06,0.29,1,18.04,-18.17,-19.68,-21.72,1,13.79,6,24
440,10.25,-21.65,8.64,-9.0,0.5,1,17.18,-11.91,-20.46,3.32,7.88,1,-23.09,-1.57,5.64,-11.43,1,-14.5,-6.3,-14.72,-24.82,0,18.39,6,24
441,11.74,-23.48,9.09,1.9,12.2,1,7.8,-21.95,-22.28,-5.45,10.21,0,-23.52,22.54,4.93,-11.66,1,18.04,-10.69,-19.53,-21.47,1,18.39,6,24
442,11.74,-17.32,5.18,13.2,-11.9,1,6.18,0.18,3.86,1.25,-18.68,0,-24.27,-2.25,2.79,11.21,1,18.95,-3.95,-18.7,-1.39,1,24.95,4,24
443,14.28,-23.5,11.85,7.8,-11.9,1,22.89,-14.17,11.27,-5.53,-2.22,1,-2.49,6.38,-10.62,13.74,1,-14.5,3.97,-7.78,-8.42,1,13.79,6,24
444,20.46,-7.71,24.3,8.0,-24.3,1,6.83,-16.94,11.27,-5.53,-2.22,1,-2.49,6.38,13.38,13.74,0,-2.88,-0.45,-19.41,-23.74,1,14.58,6,24
445,-14.22,-19.34,-17.39,6.3,-17.4,1,8.3,-15.31,3.86,24.79,10.21,1,-19.99,11.88,12.14,7.61,1,-24.08,-18.17,3.11,2.73,1,23.81,6,24
446,14.28,-15.22,23.25,16.3,-18.6,1,7.8,-14.17,11.27,14.91,9.05,1,-2.49,-12.09,17.81,7.61,1,-21.26,-5.27,-14.35,-21.78,1,21.21,6,24
447,2.25,-18.67,-17.39,5.7,19.5,1,20.3,16.18,21.26,11.08,-21.74,-1,-24.27,-2.25,8.93,7.61,1,15.97,-4.59,-18.7,-8.42,1,13.79,6,24
448,18.97,-7.71,-0.19,5.7,-24.3,1,6.83,16.18,21.26,-5.53,9.05,0,-22.94,-1.57,13.38,13.74,1,-2.88,-0.45,-14.35,-23.75,-1,16.94,4,24
449,22.23,-23.48,9.09,1.9,-16.1,1,19.09,-10.81,-12.36,2.96,10.21,0,-17.07,22.54,2.86,7.61,1,-14.5,-10.7,-19.42,10.4,1,23.86,8,24
450,10.26,-14.79,0.84,6.4,-2.3,1,6.18,-14.36,-11.2,2.96,-18.68,1,-24.1,-22.17,4.25,24.54,0,-8.6,-18.17,-19.53,-8.42,1,24.6,4,24
451,11.74,-14.99,9.09,6.3,-24.1,1,7.86,-11.91,-22.28,2.96,9.05,1,19.92,6.98,5.64,5.67,1,14.9,-10.7,-14.95,-21.47,1,24.57,4,24
452,-0.63,-23.48,19.95,5.7,-2.5,1,10.11,-10.88,11.27,-5.53,10.21,0,-6.09,-3.64,4.93,0.29,0,14.9,-2.19,-14.72,-15.61,1,17.62,6,24
453,11.75,-23.48,9.09,6.4,12.2,1,7.8,-10.81,-22.28,2.96,10.21,0,-19.99,22.54,4.93,7.48,1,14.9,-10.7,-19.53,-21.47,1,7.54,6,24
454,18.89,-19.3,21.21,22.5,-2.5,1,17.18,10.04,2.21,24.62,10.21,-1,3.89,-0.87,5.64,13.74,1,-2.0,-18.17,-5.99,-15.49,1,24.57,10,24
455,2.32,-21.65,19.95,-12.5,-2.5,1,10.19,-14.17,-18.39,-21.52,10.25,1,-2.49,-2.25,13.79,-0.75,1,-14.5,-3.95,-18.58,-24.82,1,-1.94,6,24
456,19.78,-18.61,-17.39,5.7,-11.9,1,19.09,16.18,3.86,-21.52,-2.22,-1,-22.94,-2.25,18.82,-17.65,1,-14.5,-18.17,-18.7,-24.72,0,23.81,6,24
457,-15.92,-18.63,19.95,4.3,2.3,1,3.41,6.94,2.21,-21.52,12.24,0,-22.62,-12.09,2.79,-11.43,0,18.04,-6.7,-12.21,9.92,1,16.94,8,24
458,11.74,-14.99,21.25,11.0,-24.3,1,7.86,-10.81,3.86,2.96,2.29,0,-19.98,15.05,4.3,-8.14,1,-11.74,-10.69,-7.69,-9.76,1,2.39,6,24
459,2.33,-19.28,5.06,5.7,-11.9,1,7.19,-14.17,24.38,-8.74,-2.22,0,-17.5,-3.4,2.79,-0.75,1,-24.08,-3.95,-18.7,0.96,1,24.61,4,24
460,11.74,-18.64,-0.17,20.1,-23.9,1,12.21,-14.36,-23.56,-5.53,2.29,1,3.98,15.05,13.79,23.9,1,-11.74,-10.89,-18.58,-1.39,1,17.62,6,24
461,19.78,-23.6,19.95,-0.7,24.2,1,6.99,-15.31,-12.36,-8.31,-18.68,1,-22.94,8.79,-23.22,23.46,1,-11.74,3.12,-20.64,10.62,0,13.79,4,24
462,11.74,-18.61,24.68,21.5,14.7,0,19.09,16.18,-23.46,-21.52,-18.68,-1,-2.49,-2.25,16.84,11.21,1,18.95,-18.17,-12.29,-24.72,0,23.81,6,24
463,4.8,-18.64,5.18,16.3,-24.3,1,8.07,16.18,-2.26,24.79,-19.29,0,-22.94,-15.04,4.25,15.94,1,-14.5,0.04,-20.64,2.73,1,23.13,4,24
464,14.28,-14.99,-17.39,-0.1,-24.3,1,3.31,-14.17,-17.07,-8.63,-21.74,-1,-17.5,-2.25,16.38,0.29,1,-11.74,-4.59,-19.53,10.62,1,24.95,10,24
465,2.25,-18.62,-17.39,5.7,19.5,1,20.3,16.18,21.26,11.08,-21.74,-1,-24.27,-2.25,8.93,7.61,1,15.97,-4.59,-18.7,-8.42,1,13.79,6,24
